Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
2541,Single-arm standing shoulder press,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average,"Anterior Deltoids, Triceps","1. Stand with a dumbbell in one hand at shoulder height. 2. Press the dumbbell overhead until your arm is fully extended. 3. Lower the dumbbell back to shoulder height. 4. Perform 8-12 reps, then switch arms."
2542,Dumbbell front raise,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average,Anterior Deltoids,"1. Stand with a dumbbell in each hand at your sides. 2. Raise both dumbbells in front of you to shoulder height, keeping your arms straight. 3. Lower the dumbbells back to your sides. 4. Perform 8-12 reps."
2543,Bent-over dumbbell rear delt row,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,"Medial Deltoids, Posterior Deltoids","1. Stand bent over with a dumbbell in each hand, palms facing each other. 2. Pull the dumbbells towards your chest, squeezing your shoulder blades together. 3. Lower the dumbbells back to the starting position. 4. Perform 10-15 reps."
2544,Incline dumbbell front raise,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,Anterior Deltoid,"1. Set an incline bench to a 30-45 degree angle. 2. Lie face down on the bench with a dumbbell in each hand, arms hanging straight down. 3. Keeping a slight bend in your elbows, raise the dumbbells in front of you to shoulder height. 4. Squeeze your shoulder blades together at the top of the movement. 5. Lower the dumbbells back to the starting position. 6. Repeat for 8-12 reps."
2545,Side Lateral Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,8.6,Average,Lateral Deltoid,"1. Stand with a dumbbell in each hand at your sides. 2. Keeping a slight bend in your elbows, raise the dumbbells out to the sides until they reach shoulder height. 3. Hold for a moment at the top, squeezing your shoulder muscles. 4. Lower the dumbbells back to the starting position. 5. Repeat for 8-12 reps."
2546,Dumbbell external shoulder rotation,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.",Rehabilitation,Shoulders,Dumbbell,Intermediate,8.5,Average,"Rotator Cuff, Infraspinatus, Teres Minor","1. Stand or sit with a dumbbell in one hand, elbow bent at 90 degrees. 2. Keeping your elbow close to your body, rotate your forearm outward, away from your body. 3. Hold for a moment at the top of the movement. 4. Return to the starting position. 5. Repeat for 10-15 reps on each arm."
2547,Single-arm incline lateral raise,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,8.5,Average,Lateral Deltoid,"1. Set an incline bench to about 45 degrees and lie sideways on it with a dumbbell in the upper hand. 2. Allow the dumbbell to hang straight down. 3. Keeping a slight bend in your elbow, raise the dumbbell to shoulder height. 4. Squeeze your shoulder at the top of the movement. 5. Lower the dumbbell back to the starting position. 6. Repeat for 8-12 reps on each side."
2548,Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.4,Average,Posterior Deltoid,"1. Sit on a bench with your feet flat on the floor and a dumbbell in each hand. 2. Lean forward slightly and let the dumbbells hang down at arm's length. 3. With a slight bend in your elbows, raise the dumbbells out to the sides until they are parallel to the ground. 4. Squeeze your shoulder blades together at the top. 5. Lower the dumbbells back to the starting position. 6. Repeat for 8-12 reps."
2549,Dumbbell Raise,"The Dumbbell Raise is an exercise that targets the shoulders and upper arms. It involves lifting a dumbbell with one or both arms to shoulder height or above, focusing on controlled movement and proper form to build strength and stability.",Strength,Shoulders,Dumbbell,Beginner,8.4,Average,Shoulders,"1. Stand or sit with a dumbbell in each hand at your sides. 2. Raise the dumbbells to shoulder height or above, keeping your elbows slightly bent. 3. Focus on controlled movement and proper form throughout the lift. 4. Lower the dumbbells back to the starting position. 5. Repeat for 8-12 reps."
2550,Seated Side Lateral Raise,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average,Lateral Deltoid,"1. Sit on a bench with a dumbbell in each hand at your sides. 2. Keeping your back straight, raise the dumbbells out to the sides until they reach shoulder height. 3. Hold for a moment at the top, ensuring proper form. 4. Lower the dumbbells back to the starting position. 5. Repeat for 8-12 reps."
2551,Dumbbell Lying Rear Lateral Raise,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average,"Posterior Deltoid, Upper Back","1. Set an incline bench to about 30-45 degrees and lie face down on it with a dumbbell in each hand. 2. Allow the dumbbells to hang straight down. 3. With a slight bend in your elbows, raise the dumbbells out to the sides until they are parallel to the ground. 4. Squeeze your shoulder blades together at the top. 5. Lower the dumbbells back to the starting position. 6. Repeat for 10-15 reps."
