Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
2189,Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",Mobility,Full Body,Body Only,Beginner,,,"Hip Flexors, Thoracic Spine, Quadriceps","1. Start in a kneeling position with your knees hip-width apart. 2. Place your right hand on the ground in front of you. 3. Reach your left arm up towards the ceiling, rotating your torso. 4. Hold the stretch, then switch sides. 5. Repeat for the desired number of repetitions."
2190,Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Strength,Legs,Body Only,Intermediate,,,"Quadriceps, Hamstrings, Glutes","1. Stand on one leg with the other leg extended behind you. 2. Lower your body into a squat while keeping the back leg off the ground, then tap your knee to the ground before returning to the starting position."
2191,Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Cardio,Full Body,Body Only,Average,,,"Legs, Core","1. Start at one end of a marked distance. 2. Sprint to the opposite end, touch the ground, and quickly return to the start. 3. Repeat for a set number of repetitions or time."
2192,Squat Isometric Hold,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Body Only,Average,,,"Quadriceps, Hamstrings, Glutes","1. Stand with your feet shoulder-width apart. 2. Lower your body by bending your knees and pushing your hips back, keeping your chest up. 3. Hold the position for a moment before returning to standing."
2193,Wall sit,"The wall sit is an exercise targeting the quadriceps and core muscle. It involves descending into a squat position while leaning against a wall, then holding that position for a predetermined length of time. It's a classic leg endurance-building exercise for basketball players and gymnasts.",Strength,Legs,Body Only,Beginner,,,"Quadriceps, Core","1. Stand with your back against a wall and slide down into a squat position. 2. Hold the position for a set amount of time, keeping your knees behind your toes."
2194,Walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout.",Mobility,Legs,Body Only,Average,,,"Quadriceps, Hamstrings, Glutes",1. Step forward into a lunge position with one leg. 2. Lower your hips until both knees are bent at about a 90-degree angle. 3. Extend the back leg while pushing through the front heel to return to standing.
2195,Squat with alternating side leg raise,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Legs,Body Only,Average,,,"Quads, Glutes, Hamstrings, Abductors","1. Stand with feet shoulder-width apart. 2. Perform a squat, then lift one leg to the side while maintaining balance. 3. Alternate sides with each squat."
2196,Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Legs,Body Only,Average,,,"Quads, Glutes, Hamstrings","1. Stand with feet together. 2. Step to the side with one leg, bending the knee while keeping the other leg straight. 3. Return to the starting position and repeat on the other side."
2197,Walking lunge with twist,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout.",Strength,Full Body,Body Only,Average,,,"Quads, Glutes, Hamstrings, Obliques","1. Step forward into a lunge position. 2. As you lower into the lunge, twist your torso towards the front leg. 3. Return to standing and repeat on the other side."
2198,Boss Everline Backward Lunge Walk,The Boss Everline Backward Lunge Walk is a lower-body exercise that focuses on strengthening the legs and improving balance.,Strength,Legs,Body Only,Average,,,"Quads, Glutes, Hamstrings","1. Stand upright with feet together. 2. Step back with one leg into a lunge position, keeping the front knee over the ankle. 3. Push off the back foot to return to standing and repeat with the other leg."
2199,Reverse Diagonal Skaters,Reverse diagonal skaters are a dynamic exercise that improves agility and works the lower body.,Cardio,Legs,Body Only,Average,,,"Quads, Glutes, Hamstrings, Calves","1. Stand on one leg and push off to the side, landing on the opposite leg while bringing the other leg behind you. 2. Alternate sides in a skating motion, keeping your core engaged."
2200,FYR Air Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Legs,Body Only,Beginner,,,"quads, glutes, hamstrings","Stand with feet shoulder-width apart. Lower your body by bending your knees and pushing your hips back, then return to standing."
2201,FYR Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Power,Legs,Body Only,Intermediate,,,"quads, glutes, hamstrings","Stand with feet shoulder-width apart, then jump explosively while bringing your knees towards your chest. Land softly and repeat."
2202,Push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Power,Full Body,Body Only,Advanced,,,"chest, triceps, quads, glutes, hamstrings","Start in a push-up position, perform a push-up, then jump your feet towards your hands and explode upwards into a tuck jump. Land softly and repeat."
2203,FYR Running Lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Strength,Legs,Body Only,Average,,,"quads, glutes, hamstrings","Start in a standing position, step forward into a lunge, lowering your back knee towards the ground. Push back to the starting position and alternate legs."
2204,FYR Jumping Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Intermediate,,,"quads, glutes, hamstrings","Start in a lunge position, jump explosively and switch legs in mid-air, landing in a lunge on the opposite leg. Repeat the alternating jumps."
