Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles
2166,Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Strength,Legs,Body Only,Intermediate,0.0,,"Quads, Glutes, Hamstrings"
2167,Defensive Slide,The defensive slide is a lateral movement exercise that helps improve agility and coordination. It primarily targets the muscles of the legs while enhancing overall mobility.,Mobility,Legs,Body Only,Beginner,0.0,,"Quadriceps, Hamstrings, Glutes, Calves"
2168,Quick Leap,The Quick Leap is a high-intensity exercise that involves jumping quickly and explosively. It primarily targets the legs and improves cardiovascular fitness.,Cardio,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Calves"
2169,Vertical Mountain Climber,The Vertical Mountain Climber is a high-intensity exercise that mimics the motion of climbing a mountain. It engages multiple muscle groups and is excellent for improving cardiovascular fitness.,Cardio,Full Body,Body Only,Beginner,0.0,,"Abdominals, Legs, Shoulders"
2170,Reverse Burpee,"The Reverse Burpee is a dynamic exercise that combines a squat, a roll back, and a jump to engage multiple muscle groups. It is great for improving cardiovascular fitness and overall body coordination.",Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Core, Shoulders"
2171,Football Up-Down,The Football Up-Down is a high-intensity exercise that mimics the movements of a football player getting up and down quickly. It engages multiple muscle groups and improves cardiovascular endurance.,Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Arms, Core"
2172,Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",Cardio,Full Body,Body Only,Intermediate,0.0,,"Quads, Glutes, Hamstrings"
2173,Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts.",Power,Full Body,Body Only,Intermediate,0.0,,"Legs, Arms, Shoulders, Abdominals"
2174,Linear Depth Jump,"The Linear Depth Jump is a plyometric exercise that focuses on explosive power and strength in the legs. It involves jumping off a platform and landing in a linear direction, which helps improve athletic performance.",Power,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Calves"
2175,Slow Jog,"Slow jogging is a low-intensity cardiovascular exercise that helps improve endurance and cardiovascular health. It engages multiple muscle groups, primarily focusing on the legs while also benefiting the heart.",Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Heart"
2176,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Full Body,Body Only,Intermediate,0.0,Average,"Quadriceps, Hamstrings, Calves, Hip Flexors, Glutes"
2177,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Full Body,Body Only,Intermediate,0.0,,"Calves, Quadriceps, Hamstrings, Glutes, Shoulders, Core"
2178,Square Hop,The Square Hop is a dynamic exercise that involves hopping in a square pattern. It helps improve cardiovascular endurance and leg strength.,Cardio,Legs,Body Only,Beginner,0.0,,"Quadriceps, Hamstrings, Calves"
2179,Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Strength,Legs,Body Only,Intermediate,0.0,,"quads, glutes, hamstrings"
2180,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Cardio,Legs,Body Only,Intermediate,0.0,,"quads, glutes, adductors, hamstrings"
2181,Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Legs,Body Only,Intermediate,0.0,,"quads, glutes, hamstrings"
2182,Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Cardio,Full Body,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Glutes, Calves, Core, Shoulders, Chest"
2183,Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",Cardio,Legs,Body Only,Intermediate,0.0,,"Quads, Hips, Glutes"
2184,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",Power,Legs,Body Only,Intermediate,0.0,,"Quads, Glutes, Hamstrings"
2185,Jump Lunge To Feet Jack,The Jump Lunge to Feet Jack is a dynamic exercise that combines a jump lunge with a jumping jack movement. It targets the legs while also providing a cardiovascular workout.,Cardio,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Glutes, Calves"
2186,Reverse Lunge Rotation,The Reverse Lunge Rotation is a dynamic exercise that targets the lower body while also engaging the core. It involves stepping back into a lunge position and rotating the torso to enhance stability and mobility.,Strength,Legs,Body Only,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Core"
2187,Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime.",Mobility,Legs,Body Only,Intermediate,,,"Hamstrings,Hips,Lower Back"
2188,Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins.",Cardio,Full Body,Body Only,Intermediate,,,"Legs, Arms, Shoulders, Abdominals"
2189,Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",Mobility,Full Body,Body Only,Intermediate,,,"Quadriceps, Thoracic spine"
2190,Single-Leg Squat With Knee Tap,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Strength,Legs,Body Only,Expert,,,"Quadriceps, Hamstrings, Glutes, Calves"
2191,Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Cardio,Full Body,Body Only,Intermediate,,,"Legs, Core"
2192,Squat Isometric Hold,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Body Only,Expert,,,"Quadriceps, Hamstrings, Glutes"
